CustomerID,Name,Age,Gender,EducationQualification,MonthlyEarning,MonthlyExpenditure,EmploymentStatus,EmploymentDuration,RentPaymentHistory,UtilityPaymentHistory,IncomeToExpenditureRatio,CreditPaymentHistory,CreditCardLimitUsage,CreditMix,CreditHistoryLength,InsuranceConsistency,NewCredit,CreditScore
794f9276-d454-4573-b70f-9392863daa90,Douglas Boone,46,Female,PhD,11160,9786.73,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.14,1-2 Late Payments in Last 12 Months,0.23848,Credit Card + One Loan Type,6-12 Months,All Active and Paid On Time,54,66.47
2de1bda4-6a92-447b-9154-00a60283a43b,Vanessa Peterson,20,Female,Diploma,14672,9494.02,Part-Time,5+ years,Fair(80-70% on-time),Excellent (100% on-time),1.55,Always On Time,0.5968,Credit Card + Multiple Loan Types,1-3 Years,Irregular Payments/Expired,61,62.34
fe4995a4-112a-4ef5-b872-420e267d46e7,Natalie Baxter,36,Male,Graduate,15349,13699.86,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.12,Always On Time,0.86532,Credit Card + One Loan Type,<6 Months,All Active and Paid On Time,43,57
b3932fb8-4fd4-4793-816f-2931fa1b1bac,Patricia Chen,20,Female,PhD,13559,7097.87,Part-Time,1-2 years,Fair(80-70% on-time),Excellent (100% on-time),1.91,Always On Time,0.29748,Credit Card + Multiple Loan Types,1-3 Years,All Active but One Missed Renewal,34,75.37
1806699f-b1ac-41dd-b303-343c300b6e7b,Tracey Coleman,31,Male,Below High School,9260,5320.57,Part-Time,6-12 months,Excellent (100% on-time),No History,1.74,1-2 Late Payments in Last 12 Months,0.38253,No Credit,6-12 Months,No Insurance,25,47.8
183f36db-54be-47e0-b566-639489a8c57d,Luis Lewis,57,Male,Postgraduate,6461,3196.56,Full-Time,5+ years,Poor(<70% on-time),Poor(<70% on-time),2.02,6+ Late Payments in Last 12 Months,0.37343,Credit Card + Multiple Loan Types,1-3 Years,Irregular Payments/Expired,51,51.07
982e2afd-77fc-462b-9ffe-37090fa4c293,John Stark,21,Female,PhD,2435,997.7,Part-Time,2-5 years,Good (90-80% on-time),Good (90-80% on-time),2.44,1-2 Late Payments in Last 12 Months,0.29369,Only Credit Card,1-3 Years,All Active and Paid On Time,84,61.36
a2e768d7-59b7-463f-9117-f840280d4e22,John Bruce,69,Female,High School,14709,5676.19,Unemployed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.59,1-2 Late Payments in Last 12 Months,0.69876,Credit Card + Multiple Loan Types,5-10 Years,All Active and Paid On Time,77,63.68
584f218a-39dd-41e1-a222-c7758f24da7e,Anita Davis,28,Male,High School,9731,8437.24,Contract,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.15,1-2 Late Payments in Last 12 Months,0.65581,Credit Card + Multiple Loan Types,6-12 Months,No Insurance,51,51.52
3150e60d-ed89-42c2-839d-fd70a0fa7665,James Alvarado,48,Female,PhD,8522,7602.36,Contract,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.12,1-2 Late Payments in Last 12 Months,0.84328,No Credit,3-5 Years,Some Regular Policies,34,46.9
e958c430-d21c-4643-88c0-8457464aea48,Ryan Mitchell,60,Female,Graduate,4029,1317.26,Full-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),3.06,1-2 Late Payments in Last 12 Months,0.91758,Credit Card + Multiple Loan Types,1-3 Years,Some Regular Policies,1,63.84
bab4eb77-959f-4841-ad19-312dde3b5a64,Alexander Glover,49,Male,Below High School,5710,2228.08,Part-Time,Less than 6 months,Fair(80-70% on-time),Excellent (100% on-time),2.56,6+ Late Payments in Last 12 Months,0.90048,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,21,50.54
c4596172-9fdf-4b1b-9e05-b8b14e45a736,Haley Carter,44,Male,Diploma,12727,7052.21,Full-Time,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),1.8,Always On Time,0.54016,Credit Card + Multiple Loan Types,1-3 Years,All Active and Paid On Time,19,72.69
8fa50e32-4137-4168-af2e-cdc9673c984b,Vickie Obrien,47,Female,Graduate,3762,1549.19,Full-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.43,3-5 Late Payments in Last 12 Months,0.1857,Only Credit Card,10+ Years,Some Regular Policies,59,62.64
33dcd09c-a8cc-4023-a43f-daf08a8016fe,Jared Allen,60,Female,Graduate,13698,7100.06,Part-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.93,6+ Late Payments in Last 12 Months,0.22216,Credit Card + One Loan Type,6-12 Months,Some Regular Policies,92,49.84
1a5ca752-2705-4d96-97b7-32b313d579ae,Donald Sanchez,19,Female,Postgraduate,14106,5324.42,Part-Time,1-2 years,No history,Poor(<70% on-time),2.65,1-2 Late Payments in Last 12 Months,0.59025,Only Loans,3-5 Years,Some Regular Policies,32,54.57
2da6b974-47ad-41dd-b768-b54abb0c686a,Pamela Landry,66,Male,PhD,11763,6750.87,Part-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.74,3-5 Late Payments in Last 12 Months,0.9184,Only Credit Card,3-5 Years,No Insurance,79,40.55
206faddb-1a31-487e-904c-01a1434fe133,Rodney Sharp,26,Female,Diploma,4887,2262.76,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.16,3-5 Late Payments in Last 12 Months,0.53043,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,33,61.97
a513964e-965a-493e-85b6-9e95cc009f08,Michael Cox,45,Male,Graduate,15874,8113.88,Full-Time,6-12 months,Good (90-80% on-time),Poor(<70% on-time),1.96,1-2 Late Payments in Last 12 Months,0.93573,Only Loans,5-10 Years,All Active and Paid On Time,96,47.61
935e2c27-5485-40db-a208-c875c41c233d,Judy Walker,48,Male,Graduate,3366,1200.27,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.8,Always On Time,0.26225,Credit Card + Multiple Loan Types,<6 Months,No Insurance,19,73.79
9ad28c4a-9798-439e-9a78-6fcac5a06501,Darlene Burnett,51,Female,Graduate,13092,7290.63,Unemployed,2-5 years,No history,Fair(80-70% on-time),1.8,Always On Time,0.08635,Credit Card + One Loan Type,3-5 Years,Some Regular Policies,41,68.94
bcbd6eeb-ceab-4f76-b776-f4e846f90964,Heather Knapp,32,Male,High School,3072,2733.94,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.12,Always On Time,0.79629,Only Credit Card,1-3 Years,No Insurance,15,55.5
e8c347d0-ab22-4d1d-9daa-c867df0fea06,Billy Jackson,65,Female,PhD,10184,5064.5,Full-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),2.01,6+ Late Payments in Last 12 Months,0.87938,Only Credit Card,1-3 Years,Some Regular Policies,23,41.9
00af085d-2b08-4fcd-b595-1ffd793130ce,Robert Pierce,42,Female,Postgraduate,12619,10421.5,Unemployed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.21,1-2 Late Payments in Last 12 Months,0.44808,Only Credit Card,1-3 Years,All Active and Paid On Time,11,62.16
3768d6aa-fd34-421e-bb59-475ec88a9a74,Jimmy Watkins,53,Male,Graduate,16376,13197.74,Unemployed,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.24,6+ Late Payments in Last 12 Months,0.10244,Only Credit Card,6-12 Months,All Active and Paid On Time,11,56.7
9d6ba3b5-cda8-48b5-adf6-cca41761f1ce,Angela Vasquez,25,Female,Graduate,14658,12770.56,Contract,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.15,Always On Time,0.04233,Credit Card + One Loan Type,3-5 Years,All Active and Paid On Time,63,77.17
79b8023d-2a31-49ba-a4b1-7e4525807a2c,Christopher Moore,26,Male,Diploma,12239,9473.79,Full-Time,1-2 years,Poor(<70% on-time),Excellent (100% on-time),1.29,6+ Late Payments in Last 12 Months,0.06256,Credit Card + Multiple Loan Types,<6 Months,All Active and Paid On Time,78,54.49
13e9e070-52c6-4562-8010-2dc0dfe6b589,Dr. Terry Howell,54,Male,Graduate,16072,11182.22,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.44,1-2 Late Payments in Last 12 Months,0.43911,Only Loans,5-10 Years,All Active and Paid On Time,8,69.51
2310c9fb-0d5c-4547-b847-91e0e55d32af,Paige Gay,65,Female,Graduate,15419,12550.31,Unemployed,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),1.23,Always On Time,0.23481,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,22,68.43
6ce763e1-708f-45a1-8ea6-e9bc82ff1dad,Christopher Buchanan,62,Female,Graduate,4200,1450.62,Unemployed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.9,1-2 Late Payments in Last 12 Months,0.46192,Only Credit Card,3-5 Years,All Active and Paid On Time,32,65.52
4d747649-53bc-40e0-b8c0-9d8baa3319bc,David Marks,56,Female,PhD,3856,2227.61,Part-Time,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.73,Defaulted/Collection,0.48849,Only Loans,<6 Months,All Active but One Missed Renewal,94,35.83
3da34aca-1e07-44a8-828f-d8cb80189536,Kristy Brown,49,Female,Graduate,15044,13442.62,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.12,1-2 Late Payments in Last 12 Months,0.45809,Only Loans,<6 Months,All Active but One Missed Renewal,60,54.75
c61f98b1-6097-4bc0-a4ab-d0358f65abf9,Danny Holmes,69,Male,Diploma,10239,7799.66,Full-Time,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.31,1-2 Late Payments in Last 12 Months,0.61992,Credit Card + One Loan Type,6-12 Months,All Active and Paid On Time,11,60.74
5ae0bb5a-7977-43fe-b4cc-721462b215ad,Jeffrey Brown,34,Male,Postgraduate,6260,5491.56,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.14,1-2 Late Payments in Last 12 Months,0.6794,Only Loans,5-10 Years,All Active but One Missed Renewal,37,60.32
51251262-85a0-4af6-96b1-ba8c4fcf9f89,Brandon Hudson,52,Male,High School,5121,3931.8,Self-Employed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.3,1-2 Late Payments in Last 12 Months,0.39595,Only Credit Card,1-3 Years,Some Regular Policies,72,56.04
9afa3fb4-e21f-4167-9404-e49287db0168,Carl Thomas,54,Female,Diploma,8071,6658,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.21,Always On Time,0.33703,Only Credit Card,1-3 Years,All Active and Paid On Time,98,62.36
2a869922-f492-4b35-b6c2-1bc3d799d80d,Erica Small,36,Male,Diploma,14814,10724.12,Unemployed,2-5 years,Good (90-80% on-time),Poor(<70% on-time),1.38,1-2 Late Payments in Last 12 Months,0.3684,Only Credit Card,5-10 Years,No Insurance,74,51.4
4719c1a8-d567-4214-a23e-be36f20ba0c9,Michael Peterson,61,Male,Graduate,6967,5269.15,Full-Time,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.32,1-2 Late Payments in Last 12 Months,0.07018,Credit Card + Multiple Loan Types,6-12 Months,All Active and Paid On Time,18,74.06
6fef2c5d-d702-4edd-a494-0bbdb61ae1b0,Christina David,46,Female,Postgraduate,3964,2433.53,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.63,3-5 Late Payments in Last 12 Months,0.32163,Only Credit Card,6-12 Months,All Active and Paid On Time,82,53.1
b1f20ebf-7d76-4495-b10f-c4158f7c0071,Jaime Wright,24,Female,Graduate,1825,1559.54,Full-Time,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.17,Always On Time,0.19991,Credit Card + One Loan Type,5-10 Years,No Insurance,0,77.09
1ec80917-af74-4001-8023-539bc9f99d37,Duane Jones,45,Female,Postgraduate,9838,7821.44,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.26,3-5 Late Payments in Last 12 Months,0.29084,No Credit,<6 Months,Some Regular Policies,48,48.3
a6ef8273-6f77-4027-a656-cfbc8ed2de16,Jeffrey Jackson,26,Male,Graduate,8280,6676.42,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.24,3-5 Late Payments in Last 12 Months,0.7144,No Credit,6-12 Months,Some Regular Policies,35,43.35
ddbb3fa4-0679-44f2-ad92-38a459225b53,Jorge Taylor,45,Female,Diploma,13554,9539.38,Contract,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),1.42,1-2 Late Payments in Last 12 Months,0.98854,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,95,44.04
c54f87ad-7750-4fbb-9af9-ae1b5d9dacbd,David Baker,23,Male,Postgraduate,14316,6911.02,Part-Time,1-2 years,No history,Excellent (100% on-time),2.07,1-2 Late Payments in Last 12 Months,0.92355,Only Loans,10+ Years,All Active and Paid On Time,5,58.81
6c905f13-ba7e-4b51-9892-e71aab87aea4,Benjamin George,46,Male,Diploma,7578,2435.4,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),3.11,3-5 Late Payments in Last 12 Months,0.82163,Credit Card + Multiple Loan Types,6-12 Months,Some Regular Policies,26,56.78
e054dba1-8f4e-4920-9df2-055436ba4892,Chelsea Thomas,34,Male,Diploma,8989,7743.06,Unemployed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.16,1-2 Late Payments in Last 12 Months,0.7372,Credit Card + Multiple Loan Types,6-12 Months,All Active and Paid On Time,26,58.42
30e4541b-f07c-4ca7-abac-d8e1ff7661bb,James Bailey,33,Male,Graduate,12724,8291.88,Part-Time,Less than 6 months,Excellent (100% on-time),Fair(80-70% on-time),1.53,1-2 Late Payments in Last 12 Months,0.94494,Credit Card + One Loan Type,10+ Years,Some Regular Policies,42,54.07
eee5b33e-2dd3-4f8e-9fcb-f48261e8baa5,Sandra Hopkins,40,Male,Diploma,9795,4690.69,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.09,6+ Late Payments in Last 12 Months,0.75204,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,92,45.03
3222504f-02bb-4d94-bed5-0d6bbf6494b6,Amanda Garcia,48,Female,Below High School,15771,6142.51,Unemployed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.57,Defaulted/Collection,0.47095,Credit Card + Multiple Loan Types,<6 Months,All Active but One Missed Renewal,65,45.06
31e43850-86a8-4b2b-9c69-ee49712c3126,Andrea Miller,20,Male,Graduate,15685,12512.14,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.25,Always On Time,0.60136,Credit Card + One Loan Type,6-12 Months,No Insurance,12,62.1
5415668e-4f75-43d1-9610-7189016ff44c,Janice Riddle,38,Female,Graduate,15435,12377.51,Full-Time,1-2 years,Poor(<70% on-time),Excellent (100% on-time),1.25,6+ Late Payments in Last 12 Months,0.30578,Only Loans,1-3 Years,All Active and Paid On Time,82,47.4
ea725584-5e6e-487a-a939-f79018177e4a,Ronald Lara,43,Male,Graduate,3155,2488.36,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.27,1-2 Late Payments in Last 12 Months,0.00331,Only Credit Card,<6 Months,Some Regular Policies,63,62.07
03539b9a-ebeb-4d98-80b7-10a640f66fde,Jonathan Brooks,53,Male,PhD,12478,8573.01,Unemployed,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.46,1-2 Late Payments in Last 12 Months,0.35361,Credit Card + One Loan Type,3-5 Years,Some Regular Policies,2,65.81
a5b01639-0895-4db1-85e5-26e19b559178,Joseph Turner,59,Female,Graduate,11080,5757.27,Part-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.92,6+ Late Payments in Last 12 Months,0.40483,Only Credit Card,1-3 Years,Some Regular Policies,92,44.99
65f69897-7a8e-4e5c-a444-c04046633755,Robert Jordan,54,Male,Postgraduate,6304,3041.32,Full-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),2.07,Defaulted/Collection,0.73309,Only Credit Card,5-10 Years,All Active and Paid On Time,5,48.61
b44aad77-b20c-4a3f-bee8-acf10b3e2b6e,Megan Mccoy,39,Male,High School,13348,4072.91,Contract,2-5 years,Excellent (100% on-time),Poor(<70% on-time),3.28,Always On Time,0.85922,Only Credit Card,1-3 Years,Irregular Payments/Expired,61,50.97
0ea66dbf-a011-48d8-8630-419c40c71862,Anita Ruiz,59,Female,Graduate,11283,9028.26,Full-Time,1-2 years,Good (90-80% on-time),Good (90-80% on-time),1.25,1-2 Late Payments in Last 12 Months,0.96265,Only Loans,1-3 Years,Some Regular Policies,60,44.85
07ca07d8-d2c5-4940-927a-72dff89cad3f,Amber Moore,29,Female,Postgraduate,4582,1614.97,Contract,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.84,6+ Late Payments in Last 12 Months,0.35179,Only Credit Card,10+ Years,All Active but One Missed Renewal,61,59.53
7886f504-ed75-4b74-b7d0-c829dcf9b680,Amanda Allen,59,Male,Graduate,6956,4719.32,Unemployed,2-5 years,Good (90-80% on-time),Good (90-80% on-time),1.47,1-2 Late Payments in Last 12 Months,0.9574,Only Credit Card,6-12 Months,Irregular Payments/Expired,85,36.23
7458d92c-a1da-4c7a-9b88-26edff4a9185,Nathaniel Cummings,30,Male,Postgraduate,3690,2223.02,Contract,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.66,Always On Time,0.79939,Credit Card + One Loan Type,<6 Months,Irregular Payments/Expired,12,56.07
bffbce28-7933-4a49-ac7c-41067d845537,Todd Logan,28,Male,Diploma,13792,8496.06,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.62,Defaulted/Collection,0.03084,Credit Card + One Loan Type,10+ Years,All Active but One Missed Renewal,53,61.5
8bab9c9c-c026-4d51-a5c5-bce0dffbdc2d,Samuel Peterson,33,Female,High School,15722,13458.47,Part-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.17,Always On Time,0.59526,Only Credit Card,<6 Months,All Active and Paid On Time,57,55.19
5e99c568-09c7-4e3d-9a98-5b74ceb3c70f,Jamie Kelly,25,Male,Graduate,13490,4302.89,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),3.14,3-5 Late Payments in Last 12 Months,0.36564,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,40,70.72
b69b8391-e4ee-4f51-9ce8-5b7d0761dc0c,Luis Brown,57,Female,Diploma,2248,1717.55,Part-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.31,1-2 Late Payments in Last 12 Months,0.03401,No Credit,5-10 Years,Irregular Payments/Expired,53,63.09
2d49d235-bc77-4a20-b4a4-cb8027379316,Victor Rodriguez,57,Female,Postgraduate,16036,5311.63,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),3.02,1-2 Late Payments in Last 12 Months,0.5315,Credit Card + Multiple Loan Types,1-3 Years,All Active but One Missed Renewal,50,69.77
1533fe82-21b3-4264-99d7-6878def42b39,Scott Wright,62,Male,Diploma,7190,2321.59,Part-Time,1-2 years,Fair(80-70% on-time),Good (90-80% on-time),3.1,Always On Time,0.58482,Only Loans,5-10 Years,All Active and Paid On Time,76,65.58
1e92c0ae-d886-4de4-9585-3f0b6b691bd2,Patrick Rodriguez,19,Female,PhD,2132,1189.42,Part-Time,2-5 years,Good (90-80% on-time),Good (90-80% on-time),1.79,Always On Time,0.25223,Only Credit Card,<6 Months,Irregular Payments/Expired,15,63.74
b5e9489c-a331-44b0-b181-38900e592949,Brenda Weber,47,Male,PhD,13186,4454.83,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.96,Always On Time,0.93988,Credit Card + Multiple Loan Types,5-10 Years,No Insurance,3,70.86
db9eb2e6-18f4-46dd-9071-ce940ff48fe8,Jacqueline Young,47,Male,Diploma,9718,7516.74,Unemployed,Less than 6 months,Good (90-80% on-time),Good (90-80% on-time),1.29,3-5 Late Payments in Last 12 Months,0.61045,Only Credit Card,5-10 Years,All Active and Paid On Time,93,45.49
da42698b-fbc0-43a8-8708-cf0f8b490e26,Luke Potter,29,Female,Diploma,11381,7030.47,Part-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.62,3-5 Late Payments in Last 12 Months,0.17596,Only Credit Card,<6 Months,Some Regular Policies,31,54.45
bcc9c2e6-9d2f-4a3e-a7b4-f9c831b5efb0,David Delgado,27,Female,Postgraduate,5880,1866.45,Full-Time,5+ years,No history,Fair(80-70% on-time),3.15,6+ Late Payments in Last 12 Months,0.72126,Only Credit Card,1-3 Years,All Active but One Missed Renewal,79,39.67
ac0798c7-d657-4ecb-9529-885a0444c6f1,Christine Shelton,61,Female,PhD,11440,3710,Self-Employed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),3.08,3-5 Late Payments in Last 12 Months,0.49914,Only Loans,10+ Years,Some Regular Policies,32,64.61
e5d20eae-5104-4a0c-a650-8af4d9259a4b,Mrs. Mary Edwards,28,Female,Graduate,9612,6416.98,Contract,2-5 years,Fair(80-70% on-time),Good (90-80% on-time),1.5,Always On Time,0.47323,Credit Card + One Loan Type,10+ Years,No Insurance,0,70.6
fc7c356d-e7dd-43a5-ab51-9424b595459d,Alyssa Johnson,32,Female,Diploma,12395,9713.55,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.28,Defaulted/Collection,0.83453,Credit Card + One Loan Type,10+ Years,All Active but One Missed Renewal,22,49.12
5dc2fd9b-f1bd-457b-b8dd-dfc2963ba31c,Alan Taylor,33,Female,Graduate,11649,6554.66,Self-Employed,2-5 years,Fair(80-70% on-time),Good (90-80% on-time),1.78,Always On Time,0.13818,Only Loans,3-5 Years,All Active but One Missed Renewal,11,75.62
aa1c5dca-f0c7-415e-83a0-b96b842ee348,Alexis Alexander,34,Male,Graduate,6867,4345.08,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.58,1-2 Late Payments in Last 12 Months,0.49099,Credit Card + Multiple Loan Types,<6 Months,All Active and Paid On Time,82,61.71
aaefdbe1-d674-498a-aa97-cbce673659ef,Erica Duarte,43,Male,Diploma,10967,8553.14,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.28,3-5 Late Payments in Last 12 Months,0.78076,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,17,56.37
316482fe-10a0-4260-8fbd-6062ab6d9aa8,Elizabeth Briggs,19,Male,Postgraduate,6887,4588.83,Unemployed,1-2 years,Fair(80-70% on-time),Excellent (100% on-time),1.5,Always On Time,0.66039,Credit Card + One Loan Type,5-10 Years,Irregular Payments/Expired,99,57
25c37945-8063-4ce4-82e4-1a50d33650db,Christopher Cantu,67,Female,High School,13440,5844.47,Unemployed,5+ years,Good (90-80% on-time),Excellent (100% on-time),2.3,Always On Time,0.00541,Only Credit Card,6-12 Months,Irregular Payments/Expired,61,65.74
2c2e8ba0-157e-4914-8442-4098ba9cee3d,Jennifer Mitchell,29,Female,Below High School,6615,4417.7,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.5,6+ Late Payments in Last 12 Months,0.78745,Only Loans,5-10 Years,All Active and Paid On Time,32,49.95
9bc88efe-4688-4612-8b64-e782718296af,Dr. Dawn Taylor,68,Female,Diploma,16139,10925.58,Contract,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),1.48,1-2 Late Payments in Last 12 Months,0.94467,Only Credit Card,5-10 Years,All Active but One Missed Renewal,50,49.43
68c4b51a-8166-456c-b04f-bce932dcea5b,Sara Riley,43,Male,Diploma,10149,7514.97,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.35,3-5 Late Payments in Last 12 Months,0.70467,Only Credit Card,5-10 Years,All Active and Paid On Time,96,47.53
d79570be-bf30-45c3-a2a3-00712c47a51f,Christopher Campbell,40,Male,Diploma,11716,7879.3,Unemployed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.49,6+ Late Payments in Last 12 Months,0.8759,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,64,39.3
4fa87a65-00d3-4021-b0eb-453ed67df90d,Gabriel Woods,35,Female,Graduate,15158,13362.46,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.13,Defaulted/Collection,0.36081,Only Credit Card,5-10 Years,Some Regular Policies,75,44.25
1e228ade-59c6-4a52-8f80-d1ef4615575c,Christopher Johnson,49,Female,Diploma,11749,4915.46,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.39,Always On Time,0.3506,No Credit,<6 Months,All Active and Paid On Time,49,62.67
d60b04a9-9173-4d93-b75c-4f3057696e2f,Robert Rosario,66,Female,High School,11618,10115.26,Part-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.15,Always On Time,0.32086,Only Loans,1-3 Years,No Insurance,53,60.87
ee265c95-90f1-47ee-960a-5654b2403468,Christine Murray,55,Female,Diploma,15405,9597.37,Full-Time,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.61,3-5 Late Payments in Last 12 Months,0.73497,No Credit,5-10 Years,All Active but One Missed Renewal,98,43.68
eb02c661-1dc3-4362-9691-c83a7687853e,James White,64,Male,PhD,7936,5580.39,Part-Time,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.42,Always On Time,0.94207,Only Loans,5-10 Years,Some Regular Policies,60,55.64
161f77a1-bac3-4057-aeb8-6221172f0d9b,William Hansen,20,Male,Graduate,9345,3361.18,Contract,5+ years,Poor(<70% on-time),Poor(<70% on-time),2.78,3-5 Late Payments in Last 12 Months,0.8854,Credit Card + Multiple Loan Types,1-3 Years,No Insurance,54,44.87
a06a7de4-9755-428f-9147-c3ba2f875748,Leslie Zamora,55,Male,Graduate,8350,4411.69,Unemployed,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),1.89,1-2 Late Payments in Last 12 Months,0.15021,Only Credit Card,10+ Years,Some Regular Policies,87,61.42
2b5997f2-c447-4e3f-8525-c1b4f73c6a1f,Tiffany Evans,20,Female,Graduate,7564,5760.95,Unemployed,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.31,3-5 Late Payments in Last 12 Months,0.62611,Only Credit Card,6-12 Months,Some Regular Policies,45,44.84
a3506764-37af-463b-82ac-1c61c9eaa5b9,Tiffany Cruz,47,Male,PhD,8688,6291.39,Full-Time,5+ years,Fair(80-70% on-time),Good (90-80% on-time),1.38,3-5 Late Payments in Last 12 Months,0.99596,Credit Card + Multiple Loan Types,3-5 Years,No Insurance,47,47.6
e09012d7-14ce-4f0f-b5d9-704d5fe12b57,Lori Jones,18,Female,Diploma,7199,2333.08,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),3.09,6+ Late Payments in Last 12 Months,0.29537,Credit Card + One Loan Type,5-10 Years,No Insurance,71,59.43
4ecad266-3f29-4615-b178-0077b96a33aa,Lauren Edwards,47,Female,Graduate,7907,4965.25,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.59,Always On Time,0.63478,Only Credit Card,3-5 Years,All Active but One Missed Renewal,16,67.83
f151ff15-a46e-499e-ae4e-d89fd659d69f,Mary Carter,62,Female,Postgraduate,5901,2082.86,Full-Time,6-12 months,Excellent (100% on-time),Poor(<70% on-time),2.83,3-5 Late Payments in Last 12 Months,0.90662,Only Credit Card,1-3 Years,Some Regular Policies,13,47.31
bf5628b9-30eb-4400-9d55-8095e6c75732,David Morris,49,Male,Graduate,7464,6699.04,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.11,1-2 Late Payments in Last 12 Months,0.89955,Credit Card + One Loan Type,6-12 Months,Some Regular Policies,62,47.68
